web_scraper_order,web_scraper_start_url,price,type_habits,adress,img
"1765132806-316","https://sn.coinafrique.com/categorie/vetements-homme?page=116","12 000CFA","Ensemble vêtements","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-vetements-2223975"
"1765132806-317","https://sn.coinafrique.com/categorie/vetements-homme?page=116","12 000CFA","Ensemble vêtements","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-vetements-2223970"
"1765132806-318","https://sn.coinafrique.com/categorie/vetements-homme?page=116","15 000CFA","Ensemble pantalon - casquette","Grand Dakar, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-pantalon-casquette-2223634"
"1765132806-319","https://sn.coinafrique.com/categorie/vetements-homme?page=116","12 000CFA","Ensemble pantalon","Grand Dakar, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-pantalon-2223620"
"1765132806-320","https://sn.coinafrique.com/categorie/vetements-homme?page=116","12 000CFA","Ensembles shirt short casquette","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensembles-shirt-short-casquette-2223362"
"1765132806-321","https://sn.coinafrique.com/categorie/vetements-homme?page=116","5 000CFA","Tee-shirt Extrême Création","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/tee-shirt-extreme-creation-2223353"
"1765132806-322","https://sn.coinafrique.com/categorie/vetements-homme?page=116","5 000CFA","Tee-shirt par unité","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/tee-shirt-par-unite-2223349"
"1765132806-323","https://sn.coinafrique.com/categorie/vetements-homme?page=116","5 000CFA","T-shirt","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-2223346"
"1765132806-324","https://sn.coinafrique.com/categorie/vetements-homme?page=116","5 000CFA","T-shirt par unité","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-par-unite-2223340"
"1765132806-325","https://sn.coinafrique.com/categorie/vetements-homme?page=116","5 000CFA","T-shirts","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/t-shirts-2223335"
"1765132806-326","https://sn.coinafrique.com/categorie/vetements-homme?page=116","8 000CFA","Pantalons","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/pantalons-2223221"
"1765132806-327","https://sn.coinafrique.com/categorie/vetements-homme?page=116","5 000CFA","Jogging 2 pièces","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/jogging-2-pieces-2223115"
"1765132806-328","https://sn.coinafrique.com/categorie/vetements-homme?page=116","10 000CFA","Lacoste","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-2221948"
"1765132806-329","https://sn.coinafrique.com/categorie/vetements-homme?page=116","10 000CFA","Lacoste de qualité","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-de-qualite-2221938"
"1765132806-330","https://sn.coinafrique.com/categorie/vetements-homme?page=116","10 000CFA","Lacoste de qualité","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-de-qualite-2221927"
"1765132806-331","https://sn.coinafrique.com/categorie/vetements-homme?page=116","10 000CFA","Lacoste de qualité","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-de-qualite-2221924"
"1765132806-332","https://sn.coinafrique.com/categorie/vetements-homme?page=116","10 000CFA","Chemise homme","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/chemise-homme-2220754"
"1765132806-333","https://sn.coinafrique.com/categorie/vetements-homme?page=116","10 000CFA","Chemise homme","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/chemise-homme-2220711"
"1765132806-334","https://sn.coinafrique.com/categorie/vetements-homme?page=116","10 000CFA","Complet homme et femme","Dakar-Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/complet-homme-et-femme-2220193"
"1765132806-335","https://sn.coinafrique.com/categorie/vetements-homme?page=116","10 000CFA","T-shirts","Dakar-Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/t-shirts-2220190"
"1765132806-336","https://sn.coinafrique.com/categorie/vetements-homme?page=116","10 000CFA","Complet homme et femme","Dakar-Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/complet-homme-et-femme-2220187"
"1765132990-337","https://sn.coinafrique.com/categorie/vetements-homme?page=115","10 000CFA","T-shirts Lacoste","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/t-shirts-lacoste-2244052"
"1765132990-338","https://sn.coinafrique.com/categorie/vetements-homme?page=115","Prix sur demande","Habits","Dakar-Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/habits-2243956"
"1765132990-339","https://sn.coinafrique.com/categorie/vetements-homme?page=115","10 000CFA","Habits homme","Dakar-Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/habits-homme-2243955"
"1765132990-340","https://sn.coinafrique.com/categorie/vetements-homme?page=115","2 000CFA","T-shirt SM","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-sm-2243552"
"1765132990-341","https://sn.coinafrique.com/categorie/vetements-homme?page=115","Prix sur demande","T-shirt EI","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-ei-2243113"
"1765132990-342","https://sn.coinafrique.com/categorie/vetements-homme?page=115","Prix sur demande","T-shirt EL","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-el-2243111"
"1765132990-343","https://sn.coinafrique.com/categorie/vetements-homme?page=115","Prix sur demande","T-shirt EI","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-ei-2243107"
"1765132990-344","https://sn.coinafrique.com/categorie/vetements-homme?page=115","Prix sur demande","T-shirt El","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-el-2243104"
"1765132990-345","https://sn.coinafrique.com/categorie/vetements-homme?page=115","Prix sur demande","T-shirt EI","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-ei-2243101"
"1765132990-346","https://sn.coinafrique.com/categorie/vetements-homme?page=115","Prix sur demande","T-shirt EI","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-ei-2243099"
"1765132990-347","https://sn.coinafrique.com/categorie/vetements-homme?page=115","Prix sur demande","T-shirt","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-2243096"
"1765132990-348","https://sn.coinafrique.com/categorie/vetements-homme?page=115","Prix sur demande","T-shirt EI","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-ei-2243090"
"1765132990-349","https://sn.coinafrique.com/categorie/vetements-homme?page=115","Prix sur demande","T-shirt EI","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-ei-2243086"
"1765132990-350","https://sn.coinafrique.com/categorie/vetements-homme?page=115","8 000CFA","Djellaba","Hann Bel-Air, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/djellaba-2243005"
"1765132990-351","https://sn.coinafrique.com/categorie/vetements-homme?page=115","Prix sur demande","Ensemble homme","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2242985"
"1765132990-352","https://sn.coinafrique.com/categorie/vetements-homme?page=115","Prix sur demande","Ensemble  complet","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-complet-2242972"
"1765132990-353","https://sn.coinafrique.com/categorie/vetements-homme?page=115","Prix sur demande","Culottes 100% coton","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/culottes-100-coton-2242962"
"1765132990-354","https://sn.coinafrique.com/categorie/vetements-homme?page=115","5 000CFA","Polo Lacoste","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/polo-lacoste-2242634"
"1765132990-355","https://sn.coinafrique.com/categorie/vetements-homme?page=115","5 000CFA","Chemise","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/chemise-2242629"
"1765132990-356","https://sn.coinafrique.com/categorie/vetements-homme?page=115","25 000CFA","Blouson homme","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/blouson-homme-2242022"
"1765132990-357","https://sn.coinafrique.com/categorie/vetements-homme?page=115","10 000CFA","Lacoste homme","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-homme-2242019"
"1765132990-358","https://sn.coinafrique.com/categorie/vetements-homme?page=115","12 000CFA","Pantalons jogger","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/pantalons-jogger-2242015"
"1765132990-359","https://sn.coinafrique.com/categorie/vetements-homme?page=115","15 000CFA","Maillot blouson homme","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/maillot-blouson-homme-2242013"
"1765132990-360","https://sn.coinafrique.com/categorie/vetements-homme?page=115","Prix sur demande","Ensemble homme","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2241379"
"1765132990-361","https://sn.coinafrique.com/categorie/vetements-homme?page=115","12 000CFA","Ensemble pantalons et t-shirt","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-pantalons-et-t-shirt-2241058"
"1765132990-362","https://sn.coinafrique.com/categorie/vetements-homme?page=115","12 000CFA","Ensemble","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-2241051"
"1765132990-363","https://sn.coinafrique.com/categorie/vetements-homme?page=115","6 500CFA","Pantalons","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/pantalons-2241028"
"1765132990-364","https://sn.coinafrique.com/categorie/vetements-homme?page=115","6 500CFA","Pantalon Kaki","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-2241027"
"1765132990-365","https://sn.coinafrique.com/categorie/vetements-homme?page=115","6 500CFA","Pantalons","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/pantalons-2241026"
"1765132990-366","https://sn.coinafrique.com/categorie/vetements-homme?page=115","14 000CFA","Ensemble homme","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2241024"
"1765132990-367","https://sn.coinafrique.com/categorie/vetements-homme?page=115","14 000CFA","Ensemble vêtements homme","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-vetements-homme-2241021"
"1765132990-368","https://sn.coinafrique.com/categorie/vetements-homme?page=115","14 000CFA","Ensemble homme","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2241020"
"1765132990-369","https://sn.coinafrique.com/categorie/vetements-homme?page=115","14 000CFA","Ensemble pantalons chemise","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-pantalons-chemise-2241018"
"1765132990-370","https://sn.coinafrique.com/categorie/vetements-homme?page=115","8 500CFA","Ensemble culotte t-shirt","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-culotte-t-shirt-2240978"
"1765132990-371","https://sn.coinafrique.com/categorie/vetements-homme?page=115","8 500CFA","Ensemble vêtements homme","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-vetements-homme-2240974"
"1765132990-372","https://sn.coinafrique.com/categorie/vetements-homme?page=115","8 500CFA","Ensemble vêtements homme","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-vetements-homme-2240969"
"1765132990-373","https://sn.coinafrique.com/categorie/vetements-homme?page=115","10 000CFA","Ensemble vêtements homme","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-vetements-homme-2240966"
"1765132990-374","https://sn.coinafrique.com/categorie/vetements-homme?page=115","10 000CFA","Ensemble homme","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2240961"
"1765132990-375","https://sn.coinafrique.com/categorie/vetements-homme?page=115","10 000CFA","Ensemble homme","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2240956"
"1765132990-376","https://sn.coinafrique.com/categorie/vetements-homme?page=115","10 000CFA","Ensemble homme","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2240951"
"1765132990-377","https://sn.coinafrique.com/categorie/vetements-homme?page=115","10 000CFA","Ensemble homme","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2240948"
"1765132990-378","https://sn.coinafrique.com/categorie/vetements-homme?page=115","10 000CFA","Ensemble","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-2240946"
"1765132990-379","https://sn.coinafrique.com/categorie/vetements-homme?page=115","Prix sur demande","T-shirt","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-2240151"
"1765132990-380","https://sn.coinafrique.com/categorie/vetements-homme?page=115","Prix sur demande","Pantalon homme","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-homme-2240144"
"1765132990-381","https://sn.coinafrique.com/categorie/vetements-homme?page=115","28 000CFA","Ensemble","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-2240102"
"1765132990-382","https://sn.coinafrique.com/categorie/vetements-homme?page=115","7 500CFA","Ensemble short","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-short-2240066"
"1765132990-383","https://sn.coinafrique.com/categorie/vetements-homme?page=115","10 000CFA","Ensemble shorts","Grand Dakar, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-shorts-2238917"
"1765132990-384","https://sn.coinafrique.com/categorie/vetements-homme?page=115","15 000CFA","Ensemble kaki et chemise","Grand Dakar, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-kaki-et-chemise-2238911"
"1765132990-385","https://sn.coinafrique.com/categorie/vetements-homme?page=115","15 000CFA","Ensemble Kaki et Lacoste","Grand Dakar, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-kaki-et-lacoste-2238887"
"1765132990-386","https://sn.coinafrique.com/categorie/vetements-homme?page=115","8 000CFA","Lacoste homme","Grand Dakar, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-homme-2238875"
"1765132990-387","https://sn.coinafrique.com/categorie/vetements-homme?page=115","15 000CFA","Bombers en pagne","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/bombers-en-pagne-2238774"
"1765132990-388","https://sn.coinafrique.com/categorie/vetements-homme?page=115","Prix sur demande","Ensemble vêtements","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-vetements-2236197"
"1765132990-389","https://sn.coinafrique.com/categorie/vetements-homme?page=115","Prix sur demande","Ensemble habits","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-habits-2236195"
"1765132990-390","https://sn.coinafrique.com/categorie/vetements-homme?page=115","Prix sur demande","Ensemble vêtements","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-vetements-2236191"
"1765132990-391","https://sn.coinafrique.com/categorie/vetements-homme?page=115","Prix sur demande","Ensemble","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-2236190"
"1765132990-392","https://sn.coinafrique.com/categorie/vetements-homme?page=115","Prix sur demande","Ensemble vêtements","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-vetements-2236186"
"1765132990-393","https://sn.coinafrique.com/categorie/vetements-homme?page=115","Prix sur demande","Ensemble T-shirt","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-t-shirt-2236184"
"1765132990-394","https://sn.coinafrique.com/categorie/vetements-homme?page=115","Prix sur demande","Chemises","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/chemises-2236181"
"1765132990-395","https://sn.coinafrique.com/categorie/vetements-homme?page=115","Prix sur demande","Chemises fleuries","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/chemises-fleuries-2236177"
"1765132990-396","https://sn.coinafrique.com/categorie/vetements-homme?page=115","Prix sur demande","Ensemble Chemise Kaki","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-chemise-kaki-2235815"
"1765132990-397","https://sn.coinafrique.com/categorie/vetements-homme?page=115","Prix sur demande","Ensembles chemise kaki","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensembles-chemise-kaki-2235807"
"1765132990-398","https://sn.coinafrique.com/categorie/vetements-homme?page=115","Prix sur demande","Ensemble pour homme","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-pour-homme-2235799"
"1765132990-399","https://sn.coinafrique.com/categorie/vetements-homme?page=115","Prix sur demande","Ensembles chemise kaki","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensembles-chemise-kaki-2235794"
"1765132990-400","https://sn.coinafrique.com/categorie/vetements-homme?page=115","6 500CFA","Pantalon Kaki","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-2235684"
"1765132990-401","https://sn.coinafrique.com/categorie/vetements-homme?page=115","6 500CFA","Pantalon kaki","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-2235680"
"1765132990-402","https://sn.coinafrique.com/categorie/vetements-homme?page=115","6 500CFA","Kaki","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/kaki-2235679"
"1765132990-403","https://sn.coinafrique.com/categorie/vetements-homme?page=115","6 500CFA","Kaki","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/kaki-2235678"
"1765132990-404","https://sn.coinafrique.com/categorie/vetements-homme?page=115","12 000CFA","Ensemble Polo - Pantalon","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-polo-pantalon-2235668"
"1765132990-405","https://sn.coinafrique.com/categorie/vetements-homme?page=115","12 000CFA","Ensemble Polo - Pantalon","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-polo-pantalon-2235663"
"1765132990-406","https://sn.coinafrique.com/categorie/vetements-homme?page=115","12 000CFA","Ensemble homme","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2235661"
"1765132990-407","https://sn.coinafrique.com/categorie/vetements-homme?page=115","12 000CFA","Ensembles","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensembles-2235659"
"1765132990-408","https://sn.coinafrique.com/categorie/vetements-homme?page=115","12 000CFA","Ensemble Polo - Pantalon","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-polo-pantalon-2235655"
"1765132990-409","https://sn.coinafrique.com/categorie/vetements-homme?page=115","12 000CFA","Ensemble Polo-Pantalon","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-polo-pantalon-2235653"
"1765132990-410","https://sn.coinafrique.com/categorie/vetements-homme?page=115","12 000CFA","Ensemble polo et pantalon","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-polo-et-pantalon-2235651"
"1765132990-411","https://sn.coinafrique.com/categorie/vetements-homme?page=115","12 000CFA","Ensemble Polo - Pantalon","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-polo-pantalon-2235650"
"1765132990-412","https://sn.coinafrique.com/categorie/vetements-homme?page=115","12 000CFA","Ensemble polo et pantalon","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-polo-et-pantalon-2235647"
"1765132990-413","https://sn.coinafrique.com/categorie/vetements-homme?page=115","20 000CFA","Kaftan","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/kaftan-2235494"
"1765132990-414","https://sn.coinafrique.com/categorie/vetements-homme?page=115","20 000CFA","Kaftan","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/kaftan-2235475"
"1765132990-415","https://sn.coinafrique.com/categorie/vetements-homme?page=115","20 000CFA","Tenue homme","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/tenue-homme-2235319"
"1765132990-416","https://sn.coinafrique.com/categorie/vetements-homme?page=115","7 500CFA","Vêtements hommes et femmes","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/vetements-hommes-et-femmes-2234724"
"1765132990-417","https://sn.coinafrique.com/categorie/vetements-homme?page=115","15 000CFA","Ensemble Lacoste kaki","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-lacoste-kaki-2234690"
"1765132990-418","https://sn.coinafrique.com/categorie/vetements-homme?page=115","150 000CFA","Ensemble Lacoste kaki","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-lacoste-kaki-2234687"
"1765132990-419","https://sn.coinafrique.com/categorie/vetements-homme?page=115","10 000CFA","T-shirt couple","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-couple-2234683"
"1765132990-420","https://sn.coinafrique.com/categorie/vetements-homme?page=115","6 500CFA","Pantalon Kaki","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-2230216"
